Variedad,Fecha,RendimientoPromedio,RendimientoDesviacion,pct05,pct25,pct50,pct75,pct95,
PIO 30F35HRB,2016-11-02,10434.5,767.5,8834,10131,10403,10696,11847,
PIO 30F35HRB,2016-11-03,10434.5,767.5,8834,10131,10403,10696,11847,
PIO 30F35HRB,2016-11-04,10434.5,767.5,8834,10131,10403,10696,11847,
PIO 30F35HRB,2016-11-05,9851.2,1150.7,8157,9041,9495,10668,12043,
PIO 30F35HRB,2016-11-06,9851.2,1150.7,8157,9041,9495,10668,12043,
PIO 30F35HRB,2016-11-07,9851.2,1150.7,8157,9041,9495,10668,12043,
PIO 30F35HRB,2016-11-08,9851.2,1150.7,8157,9041,9495,10668,12043,
PIO 30F35HRB,2016-11-09,9851.2,1150.7,8157,9041,9495,10668,12043,
PIO 30F35HRB,2016-11-10,10363.9,1515.4,8157,8940,10882,11188,13049,
PIO 30F35HRB,2016-11-11,10363.9,1515.4,8157,8940,10882,11188,13049,
PIO 30F35HRB,2016-11-12,10363.9,1515.4,8157,8940,10882,11188,13049,
PIO 30F35HRB,2016-11-13,10363.9,1515.4,8157,8940,10882,11188,13049,
PIO 30F35HRB,2016-11-14,10363.9,1515.4,8157,8940,10882,11188,13049,
PIO 30F35HRB,2016-11-15,10543.9,1521.2,8157,9178,11014,11817,12659,
PIO 30F35HRB,2016-11-16,10543.9,1521.2,8157,9178,11014,11817,12659,
PIO 30F35HRB,2016-11-17,10543.9,1521.2,8157,9178,11014,11817,12659,
PIO 30F35HRB,2016-11-18,10543.9,1521.2,8157,9178,11014,11817,12659,
PIO 30F35HRB,2016-11-19,10543.9,1521.2,8157,9178,11014,11817,12659,
PIO 30F35HRB,2016-11-20,10419.4,1631.7,7785,8504,10986,11817,12576,
PIO 30F35HRB,2016-11-21,10419.4,1631.7,7785,8504,10986,11817,12576,
PIO 30F35HRB,2016-11-22,10419.4,1631.7,7785,8504,10986,11817,12576,
PIO 30F35HRB,2016-11-23,10419.4,1631.7,7785,8504,10986,11817,12576,
PIO 30F35HRB,2016-11-24,10419.4,1631.7,7785,8504,10986,11817,12576,
PIO 30F35HRB,2016-11-25,10193.5,1749,7453,8905,9741,11736,12853,
PIO 30F35HRB,2016-11-26,10193.5,1749,7453,8905,9741,11736,12853,
PIO 30F35HRB,2016-11-27,10193.5,1749,7453,8905,9741,11736,12853,
PIO 30F35HRB,2016-11-28,10193.5,1749,7453,8905,9741,11736,12853,
PIO 30F35HRB,2016-11-29,10193.5,1749,7453,8905,9741,11736,12853,
PIO 30F35HRB,2016-11-30,10193.5,1749,7453,8905,9741,11736,12853,
PIO4082B,2016-10-01,10144.8,1104.1,9006,9137,9792,11433,12048,
PIO4082B,2016-10-02,10144.8,1104.1,9006,9137,9792,11433,12048,
PIO4082B,2016-10-03,10144.8,1104.1,9006,9137,9792,11433,12048,
PIO4082B,2016-10-04,10144.8,1104.1,9006,9137,9792,11433,12048,
PIO4082B,2016-10-05,10144.8,1104.1,9006,9137,9792,11433,12048,
PIO4082B,2016-10-06,9493.1,331.7,9156,9241,9377,9577,10247,
PIO4082B,2016-10-07,9493.1,331.7,9156,9241,9377,9577,10247,
PIO4082B,2016-10-08,9493.1,331.7,9156,9241,9377,9577,10247,
PIO4082B,2016-10-09,9493.1,331.7,9156,9241,9377,9577,10247,
PIO4082B,2016-10-10,9493.1,331.7,9156,9241,9377,9577,10247,
PIO4082B,2016-10-11,9145.4,669.1,7704,8684,9200,9594,10112,
PIO4082B,2016-10-12,9145.4,669.1,7704,8684,9200,9594,10112,
PIO4082B,2016-10-13,9145.4,669.1,7704,8684,9200,9594,10112,
PIO4082B,2016-10-14,9145.4,669.1,7704,8684,9200,9594,10112,
PIO4082B,2016-10-15,9145.4,669.1,7704,8684,9200,9594,10112,
PIO4082B,2016-10-16,9570.9,875.4,8016,8660,10059,10243,10567,
PIO4082B,2016-10-17,9570.9,875.4,8016,8660,10059,10243,10567,
PIO4082B,2016-10-18,9570.9,875.4,8016,8660,10059,10243,10567,
PIO4082B,2016-10-19,9570.9,875.4,8016,8660,10059,10243,10567,
PIO4082B,2016-10-20,9570.9,875.4,8016,8660,10059,10243,10567,
PIO4082B,2016-10-21,9494,772.8,7604,9157,9645,10212,10546,
PIO4082B,2016-10-22,9494,772.8,7604,9157,9645,10212,10546,
PIO4082B,2016-10-23,9494,772.8,7604,9157,9645,10212,10546,
PIO4082B,2016-10-24,9494,772.8,7604,9157,9645,10212,10546,
PIO4082B,2016-10-25,9494,772.8,7604,9157,9645,10212,10546,
PIO4082B,2016-10-26,9720,993.3,7616,9453,9749,10557,11199,
PIO4082B,2016-10-27,9720,993.3,7616,9453,9749,10557,11199,
PIO4082B,2016-10-28,9720,993.3,7616,9453,9749,10557,11199,
PIO4082B,2016-10-29,9720,993.3,7616,9453,9749,10557,11199,
PIO4082B,2016-10-30,9720,993.3,7616,9453,9749,10557,11199,
PIO4082B,2016-10-31,9686,647.4,8743,9206,9618,9913,11122,
PIO4082B,2016-11-01,9686,647.4,8743,9206,9618,9913,11122,
PIO4082B,2016-11-02,9686,647.4,8743,9206,9618,9913,11122,
PIO4082B,2016-11-03,9686,647.4,8743,9206,9618,9913,11122,
PIO4082B,2016-11-04,9686,647.4,8743,9206,9618,9913,11122,
PIO4082B,2016-11-05,8691.6,966.3,6071,8429,8937,9072,9800,
PIO4082B,2016-11-06,8691.6,966.3,6071,8429,8937,9072,9800,
PIO4082B,2016-11-07,8691.6,966.3,6071,8429,8937,9072,9800,
PIO4082B,2016-11-08,8691.6,966.3,6071,8429,8937,9072,9800,
PIO4082B,2016-11-09,8691.6,966.3,6071,8429,8937,9072,9800,
PIO4082B,2016-11-10,8851.1,1503.5,6071,7783,8902,9900,11463,
PIO4082B,2016-11-11,8851.1,1503.5,6071,7783,8902,9900,11463,
PIO4082B,2016-11-12,8851.1,1503.5,6071,7783,8902,9900,11463,
PIO4082B,2016-11-13,8851.1,1503.5,6071,7783,8902,9900,11463,
PIO4082B,2016-11-14,8851.1,1503.5,6071,7783,8902,9900,11463,
PIO4082B,2016-11-15,9453.4,1718.8,6071,7893,10116,10488,11833,
PIO4082B,2016-11-16,9453.4,1718.8,6071,7893,10116,10488,11833,
PIO4082B,2016-11-17,9453.4,1718.8,6071,7893,10116,10488,11833,
PIO4082B,2016-11-18,9453.4,1718.8,6071,7893,10116,10488,11833,
PIO4082B,2016-11-19,9453.4,1718.8,6071,7893,10116,10488,11833,
PIO4082B,2016-11-20,9563,1753.2,6546,7876,10194,10458,11620,
PIO4082B,2016-11-21,9563,1753.2,6546,7876,10194,10458,11620,
PIO4082B,2016-11-22,9563,1753.2,6546,7876,10194,10458,11620,
PIO4082B,2016-11-23,9563,1753.2,6546,7876,10194,10458,11620,
PIO4082B,2016-11-24,9563,1753.2,6546,7876,10194,10458,11620,
PIO4082B,2016-11-25,9224,1568.7,6502,7358,9674,10432,11174,
PIO4082B,2016-11-26,9224,1568.7,6502,7358,9674,10432,11174,
PIO4082B,2016-11-27,9224,1568.7,6502,7358,9674,10432,11174,
PIO4082B,2016-11-28,9224,1568.7,6502,7358,9674,10432,11174,
PIO4082B,2016-11-29,9224,1568.7,6502,7358,9674,10432,11174,
PIO4082B,2016-11-30,9224,1568.7,6502,7358,9674,10432,11174,
